Sailors.A Sailors.B Sailors.C Reserves.G Reserves.H Boats.D Boats.E Boats.F 
0,7,58,0,3,3,8,16
0,7,58,0,3,3,22,44
0,7,58,0,3,3,23,69
0,7,58,0,3,3,25,12
0,7,58,0,3,3,37,2
0,7,58,0,3,3,39,34
0,7,58,0,3,3,55,3
0,7,58,0,8,8,16,88
0,7,58,0,8,8,17,4
0,7,58,0,8,8,18,95
0,7,58,0,8,8,33,30
0,7,58,0,8,8,51,20
0,7,58,0,8,8,65,35
0,7,58,0,8,8,94,6
0,7,58,0,43,43,19,7
0,7,58,0,43,43,27,2
0,7,58,0,43,43,52,69
0,7,58,0,43,43,74,6
0,7,58,0,43,43,100,77
0,7,58,0,52,52,9,92
0,7,58,0,52,52,13,97
0,7,58,0,52,52,19,95
0,7,58,0,52,52,37,12
0,7,58,0,52,52,40,100
0,7,58,0,52,52,51,24
0,7,58,0,52,52,79,81
0,7,58,0,52,52,93,1
0,7,58,0,52,52,96,41
0,7,58,0,58,58,2,87
0,7,58,0,58,58,19,28
0,7,58,0,58,58,30,14
0,7,58,0,58,58,38,47
0,7,58,0,58,58,45,31
0,7,58,0,58,58,57,58
0,7,58,0,58,58,68,54
0,7,58,0,58,58,91,59
0,7,58,0,58,58,92,31
0,7,58,0,63,63,17,58
0,7,58,0,63,63,19,40
0,7,58,0,63,63,22,98
0,7,58,0,63,63,74,100
0,7,58,0,63,63,90,83
0,7,58,0,63,63,91,54
0,7,58,0,63,63,91,88
0,7,58,0,63,63,99,82
0,7,58,0,63,63,100,87
0,7,58,0,64,64,3,44
0,7,58,0,64,64,9,42
0,7,58,0,64,64,10,34
0,7,58,0,64,64,17,55
0,7,58,0,64,64,22,91
0,7,58,0,64,64,33,34
0,7,58,0,64,64,42,46
0,7,58,0,64,64,45,69
0,7,58,0,64,64,54,36
0,7,58,0,64,64,62,1
0,7,58,0,64,64,66,40
0,7,58,0,64,64,75,28
0,7,58,0,64,64,78,100
0,7,58,0,64,64,89,53
0,7,58,0,64,64,93,46
0,7,58,0,69,69,1,3
0,7,58,0,69,69,38,91
0,7,58,0,69,69,49,87
0,7,58,0,69,69,50,33
0,7,58,0,69,69,59,76
0,7,58,0,69,69,65,20
0,7,58,0,69,69,70,62
0,7,58,0,69,69,78,43
0,7,58,0,69,69,88,27
0,7,58,0,69,69,88,34
0,7,58,0,69,69,99,92
0,7,58,0,86,86,19,4
0,7,58,0,86,86,22,24
0,7,58,0,86,86,31,5
0,7,58,0,86,86,60,8
0,7,58,0,86,86,65,18
0,7,58,0,86,86,69,17
0,7,58,0,86,86,69,30
0,7,58,0,86,86,73,12
0,7,58,0,86,86,80,93
0,7,58,0,87,87,0,65
0,7,58,0,87,87,11,32
0,7,58,0,87,87,18,68
0,7,58,0,87,87,50,76
0,7,58,0,87,87,57,53
0,7,58,0,87,87,63,56
0,7,58,0,87,87,70,100
0,7,58,0,87,87,93,23
0,7,58,0,89,89,3,44
0,7,58,0,89,89,20,35
0,7,58,0,89,89,23,31
0,7,58,0,89,89,61,18
0,7,58,0,89,89,65,74
0,7,58,0,89,89,68,1
0,7,58,0,89,89,72,82
0,7,58,0,89,89,74,10
0,7,58,0,89,89,3,44
0,7,58,0,89,89,20,35
0,7,58,0,89,89,23,31
0,7,58,0,89,89,61,18
0,7,58,0,89,89,65,74
0,7,58,0,89,89,68,1
0,7,58,0,89,89,72,82
0,7,58,0,89,89,74,10
0,9,95,0,89,89,3,44
0,9,95,0,89,89,20,35
0,9,95,0,89,89,23,31
0,9,95,0,89,89,61,18
0,9,95,0,89,89,65,74
0,9,95,0,89,89,68,1
0,9,95,0,89,89,72,82
0,9,95,0,89,89,74,10
0,9,95,0,89,89,3,44
0,9,95,0,89,89,20,35
0,9,95,0,89,89,23,31
0,9,95,0,89,89,61,18
0,9,95,0,89,89,65,74
0,9,95,0,89,89,68,1
0,9,95,0,89,89,72,82
0,9,95,0,89,89,74,10
0,21,77,0,89,89,3,44
0,21,77,0,89,89,20,35
0,21,77,0,89,89,23,31
0,21,77,0,89,89,61,18
0,21,77,0,89,89,65,74
0,21,77,0,89,89,68,1
0,21,77,0,89,89,72,82
0,21,77,0,89,89,74,10
0,21,77,0,89,89,3,44
0,21,77,0,89,89,20,35
0,21,77,0,89,89,23,31
0,21,77,0,89,89,61,18
0,21,77,0,89,89,65,74
0,21,77,0,89,89,68,1
0,21,77,0,89,89,72,82
0,21,77,0,89,89,74,10
0,43,11,0,89,89,3,44
0,43,11,0,89,89,20,35
0,43,11,0,89,89,23,31
0,43,11,0,89,89,61,18
0,43,11,0,89,89,65,74
0,43,11,0,89,89,68,1
0,43,11,0,89,89,72,82
0,43,11,0,89,89,74,10
0,43,11,0,89,89,3,44
0,43,11,0,89,89,20,35
0,43,11,0,89,89,23,31
0,43,11,0,89,89,61,18
0,43,11,0,89,89,65,74
0,43,11,0,89,89,68,1
0,43,11,0,89,89,72,82
0,43,11,0,89,89,74,10
0,68,73,0,89,89,3,44
0,68,73,0,89,89,20,35
0,68,73,0,89,89,23,31
0,68,73,0,89,89,61,18
0,68,73,0,89,89,65,74
0,68,73,0,89,89,68,1
0,68,73,0,89,89,72,82
0,68,73,0,89,89,74,10
0,68,73,0,89,89,3,44
0,68,73,0,89,89,20,35
0,68,73,0,89,89,23,31
0,68,73,0,89,89,61,18
0,68,73,0,89,89,65,74
0,68,73,0,89,89,68,1
0,68,73,0,89,89,72,82
0,68,73,0,89,89,74,10
0,74,12,0,89,89,3,44
0,74,12,0,89,89,20,35
0,74,12,0,89,89,23,31
0,74,12,0,89,89,61,18
0,74,12,0,89,89,65,74
0,74,12,0,89,89,68,1
0,74,12,0,89,89,72,82
0,74,12,0,89,89,74,10
0,74,12,0,89,89,3,44
0,74,12,0,89,89,20,35
0,74,12,0,89,89,23,31
0,74,12,0,89,89,61,18
0,74,12,0,89,89,65,74
0,74,12,0,89,89,68,1
0,74,12,0,89,89,72,82
0,74,12,0,89,89,74,10
0,87,97,0,89,89,3,44
0,87,97,0,89,89,20,35
0,87,97,0,89,89,23,31
0,87,97,0,89,89,61,18
0,87,97,0,89,89,65,74
0,87,97,0,89,89,68,1
0,87,97,0,89,89,72,82
0,87,97,0,89,89,74,10
0,87,97,0,89,89,3,44
0,87,97,0,89,89,20,35
0,87,97,0,89,89,23,31
0,87,97,0,89,89,61,18
0,87,97,0,89,89,65,74
0,87,97,0,89,89,68,1
0,87,97,0,89,89,72,82
0,87,97,0,89,89,74,10
1,16,52,1,95,95,0,25
1,16,52,1,95,95,0,40
1,16,52,1,95,95,1,20
1,16,52,1,95,95,8,19
1,16,52,1,95,95,13,48
1,16,52,1,95,95,21,45
1,16,52,1,95,95,54,55
1,16,52,1,95,95,64,32
1,16,52,1,95,95,65,84
1,16,52,1,95,95,97,44
1,33,9,1,95,95,0,25
1,33,9,1,95,95,0,40
1,33,9,1,95,95,1,20
1,33,9,1,95,95,8,19
1,33,9,1,95,95,13,48
1,33,9,1,95,95,21,45
1,33,9,1,95,95,54,55
1,33,9,1,95,95,64,32
1,33,9,1,95,95,65,84
1,33,9,1,95,95,97,44
1,34,18,1,95,95,0,25
1,34,18,1,95,95,0,40
1,34,18,1,95,95,1,20
1,34,18,1,95,95,8,19
1,34,18,1,95,95,13,48
1,34,18,1,95,95,21,45
1,34,18,1,95,95,54,55
1,34,18,1,95,95,64,32
1,34,18,1,95,95,65,84
1,34,18,1,95,95,97,44
1,47,69,1,95,95,0,25
1,47,69,1,95,95,0,40
1,47,69,1,95,95,1,20
1,47,69,1,95,95,8,19
1,47,69,1,95,95,13,48
1,47,69,1,95,95,21,45
1,47,69,1,95,95,54,55
1,47,69,1,95,95,64,32
1,47,69,1,95,95,65,84
1,47,69,1,95,95,97,44
1,86,67,1,95,95,0,25
1,86,67,1,95,95,0,40
1,86,67,1,95,95,1,20
1,86,67,1,95,95,8,19
1,86,67,1,95,95,13,48
1,86,67,1,95,95,21,45
1,86,67,1,95,95,54,55
1,86,67,1,95,95,64,32
1,86,67,1,95,95,65,84
1,86,67,1,95,95,97,44
1,100,60,1,95,95,0,25
1,100,60,1,95,95,0,40
1,100,60,1,95,95,1,20
1,100,60,1,95,95,8,19
1,100,60,1,95,95,13,48
1,100,60,1,95,95,21,45
1,100,60,1,95,95,54,55
1,100,60,1,95,95,64,32
1,100,60,1,95,95,65,84
1,100,60,1,95,95,97,44
2,1,2,2,99,99,21,7
2,1,2,2,99,99,22,83
2,1,2,2,99,99,66,58
2,1,2,2,99,99,67,97
2,1,2,2,99,99,79,81
2,1,2,2,99,99,86,15
2,1,2,2,99,99,96,77
2,7,63,2,99,99,21,7
2,7,63,2,99,99,22,83
2,7,63,2,99,99,66,58
2,7,63,2,99,99,67,97
2,7,63,2,99,99,79,81
2,7,63,2,99,99,86,15
2,7,63,2,99,99,96,77
2,9,73,2,99,99,21,7
2,9,73,2,99,99,22,83
2,9,73,2,99,99,66,58
2,9,73,2,99,99,67,97
2,9,73,2,99,99,79,81
2,9,73,2,99,99,86,15
2,9,73,2,99,99,96,77
2,20,40,2,99,99,21,7
2,20,40,2,99,99,22,83
2,20,40,2,99,99,66,58
2,20,40,2,99,99,67,97
2,20,40,2,99,99,79,81
2,20,40,2,99,99,86,15
2,20,40,2,99,99,96,77
2,28,67,2,99,99,21,7
2,28,67,2,99,99,22,83
2,28,67,2,99,99,66,58
2,28,67,2,99,99,67,97
2,28,67,2,99,99,79,81
2,28,67,2,99,99,86,15
2,28,67,2,99,99,96,77
2,34,18,2,99,99,21,7
2,34,18,2,99,99,22,83
2,34,18,2,99,99,66,58
2,34,18,2,99,99,67,97
2,34,18,2,99,99,79,81
2,34,18,2,99,99,86,15
2,34,18,2,99,99,96,77
2,42,56,2,99,99,21,7
2,42,56,2,99,99,22,83
2,42,56,2,99,99,66,58
2,42,56,2,99,99,67,97
2,42,56,2,99,99,79,81
2,42,56,2,99,99,86,15
2,42,56,2,99,99,96,77
2,43,23,2,99,99,21,7
2,43,23,2,99,99,22,83
2,43,23,2,99,99,66,58
2,43,23,2,99,99,67,97
2,43,23,2,99,99,79,81
2,43,23,2,99,99,86,15
2,43,23,2,99,99,96,77
2,55,78,2,99,99,21,7
2,55,78,2,99,99,22,83
2,55,78,2,99,99,66,58
2,55,78,2,99,99,67,97
2,55,78,2,99,99,79,81
2,55,78,2,99,99,86,15
2,55,78,2,99,99,96,77
2,57,3,2,99,99,21,7
2,57,3,2,99,99,22,83
2,57,3,2,99,99,66,58
2,57,3,2,99,99,67,97
2,57,3,2,99,99,79,81
2,57,3,2,99,99,86,15
2,57,3,2,99,99,96,77
2,58,32,2,99,99,21,7
2,58,32,2,99,99,22,83
2,58,32,2,99,99,66,58
2,58,32,2,99,99,67,97
2,58,32,2,99,99,79,81
2,58,32,2,99,99,86,15
2,58,32,2,99,99,96,77
26,0,45,26,100,100,6,13
26,0,45,26,100,100,26,85
26,0,45,26,100,100,30,63
26,0,45,26,100,100,53,12
26,0,45,26,100,100,55,6
26,0,45,26,100,100,61,0
26,0,45,26,100,100,61,21
26,0,45,26,100,100,72,68
